Type,Start,End,Duration,Total Energy (kcal),Active Energy (kcal),Max Heart Rate (bpm),Avg Heart Rate (bpm),Distance (mi),Avg Speed(mi/hr)),Step Count (count),Step Cadence (spm),Swimming Stroke Count (count),Swim Stoke Cadence (spm),Flights Climbed (count),Elevation Ascended (ft),Elevation Descended (ft)
Walking,2022-07-18 17:15:00,2022-07-18 18:12,00:57:04,285.89,177.93,103,86.77,1.6,1.68,2687,0,0.0,0.0,0.0,77.95,0
Functional Strength Training,2022-07-18 08:27:00,2022-07-18 08:34,00:07:06,85.29,52.87,171,129.85,0.0,0.0,347,0,0.0,0.0,0.0,0.0,0
Walking,2022-07-18 08:17:00,2022-07-18 08:26,00:08:14,54.38,41.64,129,106.6,0.39,2.84,0,0,0.0,0.0,2.0,29.99,0
Functional Strength Training,2022-07-18 08:08:00,2022-07-18 08:17,00:09:10,80.33,66.48,145,121.56,0.0,0.0,822,0,0.0,0.0,0.0,0.0,0
Walking,2022-07-18 08:02:00,2022-07-18 08:08,00:06:18,36.42,26.6,95,88.51,0.294,2.8,583,0,0.0,0.0,0.0,0.0,0
Yoga,2022-07-17 09:54:00,2022-07-17 10:17,00:23:01,152.03,95.35,113,78.4,0.0,0.0,37,0,0.0,0.0,0.0,0.0,0
Yoga,2022-07-17 09:43:00,2022-07-17 09:54,00:10:58,66.51,49.93,106,83.16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2022-07-16 10:47:00,2022-07-16 11:09,00:21:18,142.61,100.17,109,86.63,0.0,0.0,11,0,0.0,0.0,0.0,0.0,0
Walking,2022-07-13 21:59:00,2022-07-13 23:06,01:06:55,391.51,271.13,124,106.59,3.36,3.01,5769,0,0.0,0.0,0.0,77.0,0
Walking,2022-07-12 14:55:00,2022-07-12 15:34,00:39:03,218.77,139.71,116,102.79,1.87,2.87,3455,0,0.0,0.0,1.0,55.71,0
Walking,2022-07-12 10:28:00,2022-07-12 10:44,00:16:01,114.08,69.57,118,103.72,0.786,2.94,1697,0,0.0,0.0,0.0,28.77,0
Walking,2022-07-11 16:14:00,2022-07-11 16:46,00:32:29,220.5,149.97,130,108.7,1.49,2.74,2675,0,0.0,0.0,1.0,66.17,0
Pilates,2022-07-06 14:29:00,2022-07-06 14:41,00:11:30,73.63,38.87,108,88.03,0.0,0.0,93,0,0.0,0.0,0.0,0.0,0
Walking,2022-07-06 08:50:00,2022-07-06 09:05,00:14:49,112.05,68.49,124,85.86,0.741,3.0,837,0,0.0,0.0,6.0,63.62,0
Walking,2022-07-05 18:10:00,2022-07-05 18:28,00:18:33,100.59,61.65,117,94.02,0.845,2.73,658,0,0.0,0.0,0.0,68.77,0
Walking,2022-07-05 17:28:00,2022-07-05 17:45,00:16:49,112.28,68.58,112,90.5,0.804,2.87,1393,0,0.0,0.0,0.0,0.0,0
Walking,2022-07-05 08:35:00,2022-07-05 08:55,00:19:39,137.14,85.86,105,85.78,1.01,3.07,2027,0,0.0,0.0,0.0,8.01,0
Walking,2022-07-03 09:51:00,2022-07-03 10:28,00:36:36,212.25,135.06,100,87.26,1.64,2.7,3320,0,0.0,0.0,0.0,0.0,0
Walking,2022-07-02 20:20:00,2022-07-02 21:20,00:59:51,312.81,202.43,121,94.11,2.54,2.54,4362,0,0.0,0.0,0.0,86.58,0
Walking,2022-07-02 17:38:00,2022-07-02 18:54,01:16:02,414.87,283.05,170,83.12,3.24,2.56,5783,0,0.0,0.0,0.0,0.0,0
Cycling,2022-06-30 20:51:00,2022-06-30 21:02,00:10:24,92.94,56.25,156,126.35,1.85,10.7,1002,0,0.0,0.0,0.0,6.59,0
Cycling,2022-06-30 18:10:00,2022-06-30 18:18,00:07:50,50.7,38.82,147,131.84,1.34,10.25,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-30 08:33:00,2022-06-30 08:42,00:09:06,88.27,52.22,153,112.29,0.0,0.0,62,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-30 08:05:00,2022-06-30 08:32,00:26:55,164.74,123.47,134,94.38,1.43,3.19,1877,0,0.0,0.0,3.0,40.35,0
Yoga,2022-06-29 16:56:00,2022-06-29 17:31,00:34:54,235.4,163.27,123,88.23,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-29 16:44:00,2022-06-29 16:48,00:04:00,30.96,24.72,139,120.06,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-29 08:48:00,2022-06-29 09:11,00:23:48,165.48,110.56,126,108.64,1.3,3.27,1828,0,0.0,0.0,0.0,6.66,0
Cycling,2022-06-29 08:25:00,2022-06-29 08:41,00:16:33,108.34,83.41,146,128.92,2.91,10.54,1369,0,0.0,0.0,0.0,9.61,0
Walking,2022-06-28 17:26:00,2022-06-28 18:21,00:55:00,265.42,160.59,144,93.87,1.63,2.42,3215,0,0.0,0.0,7.0,74.41,0
Walking,2022-06-28 09:01:00,2022-06-28 09:59,00:57:43,276.15,169.28,113,86.8,1.72,2.24,3300,0,0.0,0.0,0.0,21.56,0
Traditional Strength Training,2022-06-27 17:33:00,2022-06-27 18:31,00:57:27,364.23,256.17,140,108.84,0.0,0.0,623,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-27 17:24:00,2022-06-27 17:29,00:04:58,26.64,18.9,101,91.04,0.0,0.0,81,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-27 08:45:00,2022-06-27 09:03,00:18:48,118.84,68.39,96,86.33,1.0,3.2,1628,0,0.0,0.0,0.0,8.3,0
Walking,2022-06-26 19:04:00,2022-06-26 19:32,00:27:57,188.42,145.58,112,93.11,1.48,3.17,2604,0,0.0,0.0,1.0,13.42,0
Cycling,2022-06-25 13:43:00,2022-06-25 14:29,00:45:37,323.54,323.54,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2022-06-25 13:16:00,2022-06-25 13:37,00:20:51,82.21,82.21,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2022-06-24 11:08:00,2022-06-24 11:36,00:28:39,286.46,240.84,175,135.04,0.0,0.0,402,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-24 10:40:00,2022-06-24 11:02,00:21:55,161.26,127.91,147,112.34,0.0,0.0,62,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-24 08:43:00,2022-06-24 08:52,00:09:41,94.3,59.21,174,132.26,0.0,0.0,357,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-24 08:20:00,2022-06-24 08:40,00:19:33,118.05,87.95,102,86.43,1.01,3.1,2095,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-23 08:00:00,2022-06-23 08:30,00:29:28,202.73,137.61,137,90.86,1.52,3.1,2885,0,0.0,0.0,6.0,76.05,0
Traditional Strength Training,2022-06-22 09:52:00,2022-06-22 10:39,00:46:23,331.76,240.63,137,111.13,0.0,0.0,301,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-22 09:41:00,2022-06-22 09:52,00:11:03,68.82,51.85,116,96.5,0.0,0.0,219,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-21 16:53:00,2022-06-21 17:49,00:56:38,261.3,174.65,112,89.4,1.68,1.78,2690,0,0.0,0.0,1.0,91.37,0
Walking,2022-06-21 07:48:00,2022-06-21 08:17,00:28:43,193.29,127.55,93,86.08,1.46,3.05,2200,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-16 07:54:00,2022-06-16 08:18,00:23:23,146.85,91.2,117,90.68,1.14,3.0,2269,0,0.0,0.0,0.0,9.35,0
Functional Strength Training,2022-06-15 08:58:00,2022-06-15 09:08,00:10:33,76.71,58.74,134,108.46,0.0,0.0,10,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-15 08:00:00,2022-06-15 08:28,00:27:51,155.56,94.84,139,98.56,1.14,2.99,2291,0,0.0,0.0,1.0,0.886,0
Jump Rope,2022-06-13 09:01:00,2022-06-13 09:02,00:01:03,31.57,7.47,123,105.9,0.066,3.77,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-13 08:51:00,2022-06-13 09:01,00:09:23,54.06,39.56,101,87.47,0.452,2.89,748,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-11 16:51:00,2022-06-11 17:38,00:47:14,258.91,169.01,139,95.78,1.96,2.49,3874,0,0.0,0.0,1.0,7.71,0
Cycling,2022-06-11 12:45:00,2022-06-11 13:06,00:20:33,102.17,71.54,112,98.05,2.92,8.54,756,0,0.0,0.0,0.0,17.98,0
Walking,2022-06-11 09:15:00,2022-06-11 09:33,00:18:04,125.42,76.22,101,87.45,0.886,2.94,1656,0,0.0,0.0,0.0,8.3,0
Walking,2022-06-10 19:28:00,2022-06-10 20:08,00:40:18,156.18,75.56,123,98.94,0.833,2.97,2541,0,0.0,0.0,1.0,10.7,0
Walking,2022-06-10 08:54:00,2022-06-10 09:19,00:25:06,118.63,61.84,110,82.96,0.643,2.44,1333,0,0.0,0.0,1.0,14.93,0
Walking,2022-06-09 20:22:00,2022-06-09 20:31,00:09:14,74.55,39.26,121,97.26,0.46,2.98,868,0,0.0,0.0,2.0,15.35,0
Walking,2022-06-09 20:05:00,2022-06-09 20:22,00:17:01,68.69,42.66,97,89.04,0.462,2.24,678,0,0.0,0.0,0.0,0.0,0
Cycling,2022-06-09 18:39:00,2022-06-09 18:55,00:16:31,126.65,79.68,154,125.28,2.91,10.57,1687,0,0.0,0.0,0.0,6.63,0
Cycling,2022-06-09 17:11:00,2022-06-09 17:32,00:20:40,108.22,78.01,157,135.91,2.89,8.39,2112,0,0.0,0.0,0.0,18.96,0
Walking,2022-06-09 12:11:00,2022-06-09 12:18,00:06:40,62.63,31.38,149,108.7,0.353,3.18,577,0,0.0,0.0,1.0,0.0,0
Walking,2022-06-09 09:26:00,2022-06-09 09:47,00:20:58,128.75,77.69,108,86.85,1.12,3.22,1886,0,0.0,0.0,0.0,19.72,0
Cycling,2022-06-08 21:02:00,2022-06-08 21:21,00:19:14,139.68,91.31,139,123.15,2.89,9.01,1151,0,0.0,0.0,0.0,6.63,0
Cycling,2022-06-08 17:00:00,2022-06-08 17:19,00:19:13,109.64,80.8,154,138.23,2.92,9.1,1323,0,0.0,0.0,0.0,16.77,0
Functional Strength Training,2022-06-08 08:38:00,2022-06-08 08:49,00:11:41,98.12,58.95,125,102.83,0.0,0.0,49,0,0.0,0.0,0.0,0.0,0
Jump Rope,2022-06-08 08:24:00,2022-06-08 08:30,00:06:00,68.4,59.04,157,139.86,0.38,3.8,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-08 08:19:00,2022-06-08 08:23,00:04:31,25.21,18.13,98,90.24,0.22,2.93,1123,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-07 19:04:00,2022-06-07 19:40,00:36:10,284.04,207.98,153,114.49,0.0,0.0,274,0,0.0,0.0,0.0,0.0,0
Cycling,2022-06-07 17:52:00,2022-06-07 18:08,00:16:48,121.53,76.15,152,125.55,2.91,10.38,1264,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-07 09:03:00,2022-06-07 09:05,00:02:20,13.57,9.8,102,86.96,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-07 08:27:00,2022-06-07 08:38,00:10:53,87.06,48.38,103,87.14,0.551,3.04,1195,0,0.0,0.0,0.0,15.22,0
Yoga,2022-06-06 21:11:00,2022-06-06 21:43,00:31:38,199.37,132.69,113,82.93,0.0,0.0,8,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-06 14:41:00,2022-06-06 14:47,00:05:35,49.82,22.1,104,90.9,0.247,2.66,475,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-04 14:11:00,2022-06-04 14:46,00:34:46,175.86,101.74,108,88.54,1.27,2.19,2466,0,0.0,0.0,0.0,28.97,0
Cycling,2022-06-03 20:28:00,2022-06-03 20:41,00:13:05,91.64,72.09,154,128.76,2.0,9.16,1067,0,0.0,0.0,0.0,7.81,0
Cycling,2022-06-03 18:46:00,2022-06-03 18:49,00:03:05,48.43,22.0,167,156.98,0.644,12.54,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-03 18:23:00,2022-06-03 18:46,00:22:13,144.94,111.52,147,106.82,1.28,3.46,1733,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-03 15:45:00,2022-06-03 16:14,00:28:59,165.39,120.78,106,92.7,1.32,2.73,2106,0,0.0,0.0,0.0,6.56,0
Walking,2022-06-03 09:35:00,2022-06-03 09:53,00:17:30,111.23,64.62,105,83.67,0.693,2.47,885,0,0.0,0.0,1.0,8.14,0
Yoga,2022-06-03 08:45:00,2022-06-03 09:09,00:23:43,155.58,99.27,114,82.6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-06-02 09:31:00,2022-06-02 10:03,00:31:42,165.39,98.08,106,81.6,0.0,0.0,154,0,0.0,0.0,0.0,0.0,0
Walking,2022-06-02 08:04:00,2022-06-02 08:33,00:29:18,156.58,92.63,113,93.15,1.11,2.99,2227,0,0.0,0.0,0.0,0.0,0
Cycling,2022-06-01 18:41:00,2022-06-01 18:49,00:07:49,82.12,48.97,156,128.29,1.44,11.02,690,0,0.0,0.0,0.0,13.12,0
Walking,2022-06-01 08:56:00,2022-06-01 09:07,00:11:07,79.95,43.03,110,85.48,0.54,2.91,1111,0,0.0,0.0,0.0,7.41,0
Yoga,2022-05-31 17:34:00,2022-05-31 17:56,00:22:17,137.89,83.36,98,78.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-31 08:34:00,2022-05-31 08:55,00:20:48,132.85,79.92,116,90.26,0.862,2.79,1349,0,0.0,0.0,1.0,14.01,0
Walking,2022-05-30 12:27:00,2022-05-30 12:37,00:10:22,99.1,64.12,149,97.09,0.646,3.74,542,0,0.0,0.0,1.0,0.0,0
Cycling,2022-05-29 12:06:00,2022-05-29 13:31,01:24:42,392.91,245.41,152,107.79,8.09,9.27,2131,0,0.0,0.0,5.0,217.72,0
Walking,2022-05-29 09:00:00,2022-05-29 09:13,00:12:21,93.27,54.16,102,91.22,0.626,3.04,1421,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-26 08:41:00,2022-05-26 08:57,00:16:08,113.84,67.1,103,83.56,0.8,2.98,1142,0,0.0,0.0,1.0,6.86,0
Cycling,2022-05-24 22:21:00,2022-05-24 22:32,00:10:59,101.7,64.39,155,135.19,2.14,11.66,1119,0,0.0,0.0,0.0,18.67,0
Cycling,2022-05-24 19:47:00,2022-05-24 20:07,00:20:06,152.71,101.42,140,124.39,3.27,9.76,1789,0,0.0,0.0,0.0,17.85,0
Functional Strength Training,2022-05-24 19:26:00,2022-05-24 19:37,00:11:33,73.62,55.74,128,112.39,0.0,0.0,68,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-24 08:37:00,2022-05-24 08:58,00:21:05,152.13,98.75,102,89.4,1.12,3.18,2159,0,0.0,0.0,0.0,18.24,0
Cycling,2022-05-23 19:34:00,2022-05-23 19:52,00:18:10,148.89,102.38,160,140.2,3.03,10.01,48,0,0.0,0.0,0.0,17.45,0
Walking,2022-05-23 19:15:00,2022-05-23 19:34,00:18:37,95.62,67.02,105,101.55,0.829,2.67,1583,0,0.0,0.0,1.0,0.0,0
Walking,2022-05-23 18:14:00,2022-05-23 18:30,00:16:26,81.65,56.78,159,111.31,0.69,2.52,1235,0,0.0,0.0,0.0,0.0,0
Cycling,2022-05-23 17:56:00,2022-05-23 18:13,00:17:22,119.2,93.16,175,150.02,2.98,10.32,2013,0,0.0,0.0,0.0,14.53,0
Cycling,2022-05-23 09:25:00,2022-05-23 10:16,00:50:51,462.81,360.69,143,126.8,0.0,0.0,49,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-23 08:34:00,2022-05-23 08:57,00:23:09,142.48,85.75,102,86.75,1.13,3.15,2206,0,0.0,0.0,0.0,12.5,0
Cycling,2022-05-22 19:22:00,2022-05-22 19:32,00:09:22,80.75,45.46,175,153.25,1.82,11.65,1004,0,0.0,0.0,0.0,0.0,0
Cycling,2022-05-22 18:41:00,2022-05-22 18:54,00:12:19,100.59,62.63,159,137.34,2.17,10.57,816,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-22 13:06:00,2022-05-22 13:24,00:18:31,110.87,68.37,103,98.25,0.904,2.93,1967,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-22 09:23:00,2022-05-22 09:47,00:24:33,147.95,89.66,161,88.84,1.1,3.0,1352,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-22 00:08:00,2022-05-22 00:15,00:06:11,47.57,18.6,93,85.95,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-21 17:35:00,2022-05-21 18:01,00:26:41,177.62,116.02,97,91.48,1.22,2.73,1722,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-21 11:30:00,2022-05-21 12:41,01:11:16,403.73,274.19,117,92.41,0.0,0.0,345,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-21 11:11:00,2022-05-21 11:30,00:18:40,98.14,69.53,135,108.36,0.683,2.29,599,0,0.0,0.0,1.0,38.58,0
Walking,2022-05-20 14:51:00,2022-05-20 15:17,00:26:17,145.86,86.28,117,87.86,0.857,2.28,1673,0,0.0,0.0,2.66,16.57,0
Cycling,2022-05-20 11:04:00,2022-05-20 11:14,00:09:50,113.43,95.53,184,148.29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2022-05-20 10:16:00,2022-05-20 11:02,00:45:01,501.06,432.74,155,138.28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-20 09:20:00,2022-05-20 09:45,00:25:08,157.79,97.6,106,86.2,1.12,2.67,2198,0,0.0,0.0,1.0,17.85,0
Walking,2022-05-19 17:25:00,2022-05-19 18:02,00:37:50,237.34,159.31,142,119.28,1.66,2.63,2986,0,0.0,0.0,1.0,25.3,0
Walking,2022-05-19 09:44:00,2022-05-19 09:53,00:08:31,68.56,34.69,132,106.1,0.425,2.99,672,0,0.0,0.0,0.0,13.48,0
Functional Strength Training,2022-05-19 09:20:00,2022-05-19 09:44,00:24:23,192.28,155.22,148,123.95,0.0,0.0,610,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-19 09:07:00,2022-05-19 09:19,00:12:38,64.72,45.22,101,89.07,0.67,3.18,915,0,0.0,0.0,0.0,2.76,0
Cycling,2022-05-17 14:19:00,2022-05-17 14:35,00:16:02,110.53,86.47,159,133.85,2.92,10.91,1495,0,0.0,0.0,0.0,17.68,0
Pilates,2022-05-17 13:35:00,2022-05-17 13:58,00:22:41,150.14,93.81,120,93.21,0.0,0.0,111,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-17 13:11:00,2022-05-17 13:23,00:11:46,80.04,62.03,144,114.41,0.0,0.0,35,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-17 09:07:00,2022-05-17 09:21,00:13:51,61.38,40.26,114,94.81,0.453,1.96,951,0,0.0,0.0,1.0,12.37,0
Functional Strength Training,2022-05-17 08:41:00,2022-05-17 09:06,00:25:10,169.51,131.22,137,107.59,0.0,0.0,351,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-17 08:27:00,2022-05-17 08:40,00:13:05,75.89,55.93,98,89.91,0.661,3.03,859,0,0.0,0.0,0.0,6.56,0
Cycling,2022-05-16 18:43:00,2022-05-16 19:00,00:16:52,136.91,91.76,170,145.5,2.94,10.44,45,0,0.0,0.0,0.0,8.27,0
Walking,2022-05-16 08:56:00,2022-05-16 09:04,00:08:37,68.22,33.84,124,104.87,0.441,3.07,763,0,0.0,0.0,0.0,8.3,0
Functional Strength Training,2022-05-16 08:35:00,2022-05-16 08:56,00:21:07,138.22,106.37,132,113.61,0.0,0.0,136,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-16 08:22:00,2022-05-16 08:34,00:12:30,64.95,45.65,95,85.7,0.654,3.14,1237,0,0.0,0.0,0.0,9.61,0
Walking,2022-05-13 13:31:00,2022-05-13 14:06,00:34:42,122.74,75.55,105,91.86,1.07,2.76,2658,0,0.0,0.0,1.0,20.41,0
Walking,2022-05-13 12:14:00,2022-05-13 12:28,00:14:04,80.44,40.73,106,79.47,0.439,1.87,28,0,0.0,0.0,1.0,16.01,0
Tai Chi,2022-05-12 11:29:00,2022-05-12 12:35,01:06:01,386.09,284.69,126,105.92,0.0,0.0,3959,0,0.0,0.0,0.0,0.0,0
Cycling,2022-05-12 10:02:00,2022-05-12 10:18,00:16:01,126.77,81.62,145,124.52,2.9,10.87,1082,0,0.0,0.0,0.0,7.84,0
Walking,2022-05-12 08:38:00,2022-05-12 08:47,00:09:22,84.92,43.38,125,107.17,0.453,3.1,835,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-12 08:25:00,2022-05-12 08:38,00:12:13,93.58,75.18,139,122.87,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-12 08:13:00,2022-05-12 08:25,00:12:33,81.15,61.77,108,94.66,0.665,3.18,576,0,0.0,0.0,0.0,10.1,0
Cycling,2022-05-11 20:07:00,2022-05-11 20:22,00:15:16,134.08,90.71,175,150.56,2.7,10.62,488,0,0.0,0.0,0.0,15.81,0
Cycling,2022-05-11 11:10:00,2022-05-11 11:25,00:15:38,108.62,64.95,149,133.8,2.51,9.64,895,0,0.0,0.0,0.0,10.4,0
Walking,2022-05-11 08:59:00,2022-05-11 09:21,00:21:39,144.59,89.55,116,99.94,1.11,3.13,2125,0,0.0,0.0,0.0,10.14,0
Cycling,2022-05-08 12:17:00,2022-05-08 12:24,00:07:00,45.41,34.48,164,134.46,1.17,10.02,1071,0,0.0,0.0,0.0,8.3,0
Walking,2022-05-07 10:17:00,2022-05-07 10:38,00:21:14,157.24,103.38,101,90.51,1.1,3.11,1568,0,0.0,0.0,0.0,12.4,0
Walking,2022-05-06 09:07:00,2022-05-06 09:30,00:22:35,143.33,89.02,112,94.2,1.1,3.14,2202,0,0.0,0.0,1.0,8.63,0
Walking,2022-05-05 10:52:00,2022-05-05 11:42,00:49:39,241.88,146.8,98,80.73,1.93,2.93,3928,0,0.0,0.0,0.0,28.05,0
Walking,2022-05-04 11:52:00,2022-05-04 12:31,00:39:04,216.36,138.7,118,92.61,1.67,2.87,2860,0,0.0,0.0,1.0,26.35,0
Walking,2022-05-04 09:52:00,2022-05-04 10:01,00:08:44,65.73,32.78,107,93.15,0.432,2.97,319,0,0.0,0.0,2.0,7.68,0
Functional Strength Training,2022-05-04 09:42:00,2022-05-04 09:51,00:09:01,60.63,46.78,119,102.35,0.0,0.0,826,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-04 09:28:00,2022-05-04 09:41,00:13:03,65.94,45.85,97,90.87,0.685,3.15,1225,0,0.0,0.0,0.0,10.27,0
Traditional Strength Training,2022-05-03 16:52:00,2022-05-03 17:03,00:10:52,90.51,52.56,135,108.55,0.0,0.0,121,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2022-05-03 16:21:00,2022-05-03 16:44,00:22:23,158.06,123.7,157,113.59,0.0,0.0,184,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-03 16:05:00,2022-05-03 16:17,00:11:55,83.76,65.56,133,114.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-03 15:51:00,2022-05-03 16:01,00:09:49,56.12,41.1,106,89.4,0.0,0.0,151,0,0.0,0.0,0.0,0.0,0
Yoga,2022-05-03 08:44:00,2022-05-03 09:15,00:31:12,178.01,111.07,99,74.62,0.0,0.0,45,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-02 14:29:00,2022-05-02 14:50,00:21:13,149.35,96.14,122,96.13,0.887,2.51,1743,0,0.0,0.0,1.0,14.27,0
Cycling,2022-05-02 10:40:00,2022-05-02 11:15,00:35:01,403.2,348.03,155,140.69,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-02 10:08:00,2022-05-02 10:20,00:12:03,94.25,56.17,124,105.96,0.0,0.0,58,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-02 09:34:00,2022-05-02 09:43,00:08:40,51.53,38.07,102,93.22,0.412,2.85,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-05-02 09:19:00,2022-05-02 09:34,00:14:41,83.51,61.15,123,103.78,0.0,0.0,1224,0,0.0,0.0,0.0,0.0,0
Walking,2022-05-02 09:07:00,2022-05-02 09:19,00:12:09,75.27,56.49,101,88.19,0.639,3.15,1243,0,0.0,0.0,0.0,3.38,0
Walking,2022-04-30 10:56:00,2022-04-30 11:12,00:16:01,112.41,67.31,100,92.3,0.73,2.73,827,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-04-29 12:41:00,2022-04-29 12:53,00:12:01,98.47,58.85,129,106.8,0.0,0.0,47,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-29 12:13:00,2022-04-29 12:37,00:24:24,97.97,62.08,100,81.55,0.694,2.37,1187,0,0.0,0.0,2.0,21.42,0
Functional Strength Training,2022-04-29 10:06:00,2022-04-29 11:53,01:46:26,276.96,104.86,122,74.64,0.0,0.0,605,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-29 08:49:00,2022-04-29 09:12,00:23:33,149.43,95.32,112,87.17,1.08,2.9,2129,0,0.0,0.0,1.0,14.86,0
Functional Strength Training,2022-04-28 11:56:00,2022-04-28 12:30,00:33:59,209.23,136.31,141,107.27,0.0,0.0,305,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-28 08:44:00,2022-04-28 08:53,00:08:35,63.32,30.82,120,96.07,0.447,3.13,91,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-04-28 08:37:00,2022-04-28 08:44,00:07:31,42.67,31.29,113,102.67,0.0,0.0,799,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-28 08:28:00,2022-04-28 08:36,00:08:36,56.04,42.71,99,92.36,0.454,3.17,902,0,0.0,0.0,0.0,0.0,0
Other,2022-04-27 21:14:00,2022-04-27 21:35,00:20:53,154.07,104.47,110,91.76,0.0,0.0,152,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-27 18:45:00,2022-04-27 19:13,00:27:29,178.24,114.71,113,93.87,1.16,2.53,1745,0,0.0,0.0,1.87,23.13,0
Traditional Strength Training,2022-04-27 18:09:00,2022-04-27 18:38,00:29:00,168.83,124.4,130,109.3,0.0,0.0,228,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2022-04-27 17:50:00,2022-04-27 18:05,00:14:22,88.15,66.18,119,98.32,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-27 17:34:00,2022-04-27 17:42,00:08:37,47.3,33.97,110,95.43,0.432,3.01,846,0,0.0,0.0,1.0,21.65,0
Functional Strength Training,2022-04-27 17:28:00,2022-04-27 17:33,00:05:53,33.53,24.43,116,102.3,0.0,0.0,34,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-27 17:13:00,2022-04-27 17:27,00:14:05,86.76,65.31,102,95.22,0.663,2.82,1016,0,0.0,0.0,0.0,11.52,0
Functional Strength Training,2022-04-27 10:51:00,2022-04-27 11:03,00:12:00,87.57,67.93,137,115.41,0.0,0.0,59,0,0.0,0.0,0.0,0.0,0
Yoga,2022-04-27 10:32:00,2022-04-27 10:48,00:15:42,108.96,84.85,135,94.9,0.0,0.0,57,0,0.0,0.0,0.0,0.0,0
Walking,2022-04-27 09:57:00,2022-04-27 10:19,00:21:25,138.3,105.41,123,103.6,1.11,3.12,1930,0,0.0,0.0,1.0,24.21,0
